key_0,business_code,customer_number,customer_name,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_date,invoice_currency,document type,posting_id,area_business,invoice_amount,baseline_create_date,cust_payment_terms,invoice_number,isOpen,delay_date,predicted_payment_date
29168,U001,0200726979,BJ'S  systems,2020.0,1930796416.0,2020-04-16,20200416,20200416,2020-05-01,USD,RV,1.0,,443.54,20200416.0,NAA8,1930796416.0,1,-51,2020-03-11
49807,U001,0200418007,AM trust,2020.0,1930783293.0,2020-04-15,20200414,20200415,2020-04-30,USD,RV,1.0,,12549.96,20200415.0,NAA8,1930783293.0,1,1,2020-05-01
2142,U001,200794332,COST in,2020.0,1930687838.0,2020-03-24,20200323,20200324,2020-04-08,USD,RV,1.0,,61253.18,20200324.0,NAAX,1930687838.0,1,-1,2020-04-07
9157,U001,0200725393,PERFOR systems,2020.0,1930587107.0,2020-03-02,20200302,20200302,2020-03-17,USD,RV,1.0,,35870.39,20200302.0,NAA8,1930587107.0,1,1,2020-03-18
45184,U001,0200915438,GROC systems,2020.0,1930655552.0,2020-03-21,20200316,20200321,2020-04-05,USD,RV,1.0,,10551.42,20200321.0,NAA8,1930655552.0,1,8,2020-04-13
33423,CA02,0140105686,SYSC llc,2020.0,2960619145.0,2020-03-09,20200309,20200309,2020-03-19,CAD,RV,1.0,,5011.55,20200309.0,CA10,2960619145.0,1,8,2020-03-27
2926,CA02,0140106372,G T  foundation,2020.0,2960627375.0,2020-04-11,20200411,20200411,2020-04-24,CAD,RV,1.0,,41682.53,20200414.0,CA10,2960627375.0,1,-11,2020-04-13
16589,U001,0200769623,WAL-MAR us,2020.0,1930642662.0,2020-03-13,20200312,20200313,2020-03-28,USD,RV,1.0,,74764.57,20200313.0,NAH4,1930642662.0,1,1,2020-03-29
33232,U001,0200290370,BARGAIN  trust,2020.0,1930722826.0,2020-04-02,20200330,20200402,2020-04-17,USD,RV,1.0,,13416.0,20200402.0,NAA8,1930722826.0,1,1,2020-04-18
33199,U001,0200794332,COST llc,2020.0,1930858379.0,2020-05-05,20200505,20200505,2020-05-20,USD,RV,1.0,,11155.99,20200505.0,NAAX,1930858379.0,1,1,2020-05-21
8047,U001,0200760666,KEHE  foundation,2020.0,1930799243.0,2020-04-20,20200418,20200420,2020-05-05,USD,RV,1.0,,15399.78,20200420.0,NAA8,1930799243.0,1,-1,2020-05-04
27427,U001,0200777735,NASH  associates,2020.0,1930627227.0,2020-03-09,20200309,20200309,2020-03-24,USD,RV,1.0,,8464.92,20200309.0,NAA8,1930627227.0,1,1,2020-03-25
41197,CA02,0140104429,COSTCO associates,2020.0,2960625200.0,2020-03-28,20200328,20200328,2020-04-07,CAD,RV,1.0,,42580.61,20200328.0,CA10,2960625200.0,1,1,2020-04-08
12844,U001,0200148860,DOLLA trust,2020.0,1930675742.0,2020-03-25,20200320,20200325,2020-04-09,USD,RV,1.0,,1643.55,20200325.0,NAA8,1930675742.0,1,1,2020-04-10
33121,U001,0200769623,WAL-MAR corp,2020.0,1930861192.0,2020-05-07,20200506,20200507,2020-05-22,USD,RV,1.0,,16432.68,20200507.0,NAH4,1930861192.0,1,8,2020-05-30
46576,U001,0200416837,DEC us,2020.0,1930744786.0,2020-04-04,20200404,20200404,2020-04-24,USD,RV,1.0,,8373.7,20200401.0,NAM4,1930744786.0,1,1,2020-04-25
43678,U001,0200707822,PUBLI in,2020.0,1930720484.0,2020-04-01,20200330,20200401,2020-04-16,USD,RV,1.0,,117362.44,20200401.0,NAA8,1930720484.0,1,1,2020-04-17
15230,U001,0200792734,MDV/ associates,2020.0,1930801431.0,2020-04-19,20200419,20200419,2020-05-04,USD,RV,1.0,,32349.09,20200419.0,NAA8,1930801431.0,1,8,2020-05-12
39900,U001,0200770567,LABAT foundation,2020.0,1930580792.0,2020-03-03,20200229,20200303,2020-03-23,USD,RV,1.0,,16708.75,20200303.0,NAD1,1930580792.0,1,1,2020-03-24
39902,U001,0200353024,DECA foundation,2020.0,1930876812.0,2020-05-07,20200507,20200507,2020-05-11,USD,RV,1.0,,235.26,20200501.0,NAM2,1930876812.0,1,1,2020-05-12
1198,U001,0200555117,BURR trust,2020.0,1930785072.0,2020-04-15,20200414,20200415,2020-04-30,USD,RV,1.0,,48153.63,20200415.0,NAA8,1930785072.0,1,1,2020-05-01
48456,U001,0200759878,SA us,2020.0,1930808763.0,2020-04-22,20200421,20200422,2020-05-07,USD,RV,1.0,,13976.96,20200422.0,NAH4,1930808763.0,1,8,2020-05-15
46264,U001,0200769623,WAL-MAR foundation,2020.0,1930724369.0,2020-04-01,20200331,20200401,2020-04-16,USD,RV,1.0,,9882.88,20200401.0,NAH4,1930724369.0,1,1,2020-04-17
25110,U001,0200756072,REINHA in,2020.0,1930788762.0,2020-04-15,20200415,20200415,2020-04-30,USD,RV,1.0,,17459.66,20200415.0,NAA8,1930788762.0,1,-1,2020-04-29
14909,U001,0200803720,DEC in,2020.0,1930773312.0,2020-04-10,20200410,20200410,2020-04-08,USD,RV,1.0,,9700.36,20200401.0,NAM1,1930773312.0,1,-1,2020-04-07
18916,U001,0200418007,AM corporation,2020.0,1930739881.0,2020-04-06,20200403,20200406,2020-06-10,USD,RV,1.0,,4468.8,20200406.0,NAGD,1930739881.0,1,1,2020-06-11
18859,U001,0200407025,ALBERT in,2020.0,1930723421.0,2020-04-01,20200331,20200401,2020-04-16,USD,RV,1.0,,56382.69,20200401.0,NAA8,1930723421.0,1,1,2020-04-17
11198,U001,0200769623,WAL-MAR us,2020.0,1930780100.0,2020-04-13,20200412,20200413,2020-04-28,USD,RV,1.0,,19964.13,20200413.0,NAH4,1930780100.0,1,-2,2020-04-26
24883,U001,0200592182,DECA corp,2020.0,1930854592.0,2020-05-04,20200504,20200504,2020-05-24,USD,RV,1.0,,5162.04,20200501.0,NAM4,1930854592.0,1,1,2020-05-25
8372,U001,0200780383,MEIJ us,2020.0,1930725586.0,2020-03-31,20200331,20200331,2020-04-15,USD,RV,1.0,,87686.66,20200331.0,NAA8,1930725586.0,1,8,2020-04-23
4302,U001,200126819,MCLANE co,2020.0,1930682066.0,2020-03-24,20200321,20200324,2020-04-08,USD,RV,1.0,,29443.0,20200324.0,NAA8,1930682066.0,1,-1,2020-04-07
18794,U001,0200752302,KROGER corp,2020.0,1930681167.0,2020-03-20,20200321,20200320,2020-04-04,USD,RV,1.0,,50921.32,20200320.0,NAA8,1930681167.0,1,-1,2020-04-03
28312,U001,0200772670,ASSOCIAT corp,2020.0,1930710631.0,2020-03-27,20200327,20200327,2020-04-11,USD,RV,1.0,,554.57,20200327.0,NAU5,1930710631.0,1,8,2020-04-19
13547,U001,0200769623,WAL-MAR in,2020.0,1930666516.0,2020-03-18,20200318,20200318,2020-04-02,USD,RV,1.0,,1991.84,20200318.0,NAH4,1930666516.0,1,1,2020-04-03
28130,U001,0200769623,WAL-MAR corporation,2020.0,1930825982.0,2020-04-27,20200425,20200427,2020-05-12,USD,RV,1.0,,10432.31,20200427.0,NAH4,1930825982.0,1,1,2020-05-13
9884,U001,0200707822,PUBLI ,2020.0,1930623441.0,2020-03-10,20200309,20200310,2020-03-25,USD,RV,1.0,,71081.45,20200310.0,NAA8,1930623441.0,1,1,2020-03-26
32509,U001,0200769623,WAL-MAR associates,2020.0,1930793086.0,2020-04-22,20200416,20200422,2020-05-07,USD,RV,1.0,,4039.37,20200422.0,NAH4,1930793086.0,1,1,2020-05-08
7976,U001,0200759878,SA systems,2020.0,1930749247.0,2020-04-06,20200404,20200406,2020-04-21,USD,RV,1.0,,14109.74,20200406.0,NAH4,1930749247.0,1,1,2020-04-22
28448,U001,0200769623,WAL-MAR corp,2020.0,1930694473.0,2020-03-27,20200325,20200327,2020-04-11,USD,RV,1.0,,15465.22,20200327.0,NAH4,1930694473.0,1,1,2020-04-12
24721,U001,0200066217,STEVE in,2020.0,1930823150.0,2020-04-24,20200424,20200424,2020-05-09,USD,RV,1.0,,11142.27,20200424.0,NAA8,1930823150.0,1,1,2020-05-10
39876,U001,0200759878,SA corp,2020.0,1930610507.0,2020-03-06,20200305,20200306,2020-05-10,USD,RV,1.0,,8114.14,20200306.0,NAGD,1930610507.0,1,1,2020-05-11
27654,U001,0200769623,WAL-MAR ,2020.0,1930831616.0,2020-04-29,20200427,20200429,2020-05-14,USD,RV,1.0,,23057.67,20200429.0,NAH4,1930831616.0,1,1,2020-05-15
33002,U001,0200705742,DOT corp,2020.0,1930598957.0,2020-03-04,20200304,20200304,2020-03-19,USD,RV,1.0,,39407.02,20200304.0,NAA8,1930598957.0,1,8,2020-03-27
39257,U001,0200723794,MID MO associates,2020.0,1930593969.0,2020-03-04,20200303,20200304,2020-03-19,USD,RV,1.0,,1995.44,20200304.0,NAA8,1930593969.0,1,1,2020-03-20
25202,U001,0200803720,DEC in,2020.0,1930616984.0,2020-03-07,20200307,20200307,2020-03-24,USD,RV,1.0,,170.64,20200301.0,NAM4,1930616984.0,1,-11,2020-03-13
5770,U001,200418007,AM us,2020.0,1930855175.0,2020-05-07,20200504,20200507,2020-05-22,USD,RV,1.0,,815.61,20200507.0,NAA8,1930855175.0,1,1,2020-05-23
24366,U001,0200719526,SHARP S foundation,2020.0,1930819132.0,2020-04-29,20200423,20200429,2020-05-14,USD,RV,1.0,,3918.14,20200429.0,NAA8,1930819132.0,1,-51,2020-03-24
39500,U001,0200704858,WAKE corporation,2020.0,1930664217.0,2020-03-18,20200317,20200318,2020-04-02,USD,RV,1.0,,13058.74,20200318.0,NAA8,1930664217.0,1,8,2020-04-10
6503,U001,0200793088,DEMOU associates,2020.0,1930857502.0,2020-05-06,20200504,20200506,2020-05-21,USD,RV,1.0,,37390.18,20200506.0,NAA8,1930857502.0,1,8,2020-05-29
46376,U001,0200983712,FAMOS us,2020.0,1930690587.0,2020-03-25,20200324,20200325,2020-04-09,USD,RV,1.0,,45549.69,20200325.0,NAA8,1930690587.0,1,8,2020-04-17
1654,U001,0200416837,DEC ,2020.0,1930599393.0,2020-03-04,20200304,20200304,2020-03-24,USD,RV,1.0,,179.16,20200301.0,NAM4,1930599393.0,1,1,2020-03-25
9606,U001,0200759878,SA associates,2020.0,1930693450.0,2020-03-26,20200324,20200326,2020-04-10,USD,RV,1.0,,8139.62,20200326.0,NAH4,1930693450.0,1,-11,2020-03-30
4244,U001,0200769623,WAL-MAR systems,2020.0,1930747369.0,2020-04-05,20200404,20200405,2020-04-20,USD,RV,1.0,,1898.9,20200405.0,NAH4,1930747369.0,1,-51,2020-02-29
39525,U001,0200769623,WAL-MAR us,2020.0,1930655766.0,2020-03-18,20200317,20200318,2020-04-02,USD,RV,1.0,,62569.99,20200318.0,NAH4,1930655766.0,1,1,2020-04-03
45025,U001,0200729942,SA in,2020.0,1930730533.0,2020-04-01,20200401,20200401,2020-04-16,USD,RV,1.0,,50190.45,20200401.0,NAA8,1930730533.0,1,8,2020-04-24
28521,U001,0200762301,C&S WH ,2020.0,1930852613.0,2020-05-03,20200502,20200503,2020-05-18,USD,RV,1.0,,3158.45,20200503.0,NAC6,1930852613.0,1,1,2020-05-19
7787,U001,0200920735,ALBERT corporation,2020.0,1930781040.0,2020-04-14,20200413,20200414,2020-04-29,USD,RV,1.0,,41389.54,20200414.0,NAA8,1930781040.0,1,8,2020-05-07
18381,U001,0200769623,WAL-MAR corp,2020.0,1930598450.0,2020-03-04,20200304,20200304,2020-03-19,USD,RV,1.0,,45422.1,20200304.0,NAH4,1930598450.0,1,1,2020-03-20
28485,U001,0200776463,KROGE associates,2020.0,1930653392.0,2020-03-15,20200316,20200315,2020-03-30,USD,RV,1.0,,67314.08,20200315.0,NAA8,1930653392.0,1,8,2020-04-07
8785,U001,0200769623,WAL-MAR co,2020.0,1930653434.0,2020-03-14,20200314,20200314,2020-03-29,USD,RV,1.0,,56287.57,20200314.0,NAH4,1930653434.0,1,-1,2020-03-28
19127,U001,0200769623,WAL-MAR co,2020.0,1930861912.0,2020-05-06,20200505,20200506,2020-05-21,USD,RV,1.0,,41167.47,20200506.0,NAH4,1930861912.0,1,1,2020-05-22
25154,U001,0200762301,C&S WH corp,2020.0,1930584801.0,2020-02-29,20200229,20200229,2020-03-15,USD,RV,1.0,,115741.51,20200229.0,NAC6,1930584801.0,1,1,2020-03-16
45181,U001,0200580232,INTERR co,2020.0,1930611733.0,2020-03-08,20200306,20200308,2020-03-18,USD,RV,1.0,,40652.5,20200308.0,NA10,1930611733.0,1,1,2020-03-19
11611,U001,0200770677,KRAS co,2020.0,1930828496.0,2020-04-27,20200426,20200427,2020-05-12,USD,RV,1.0,,23397.22,20200427.0,NAA8,1930828496.0,1,1,2020-05-13
7145,U001,0200704858,WAKE ,2020.0,1930594056.0,2020-03-04,20200303,20200304,2020-03-19,USD,RV,1.0,,86876.7,20200304.0,NAA8,1930594056.0,1,1,2020-03-20
10640,U001,0200965912,C&S W in,2020.0,1930877681.0,2020-05-07,20200508,20200507,2020-05-22,USD,RV,1.0,,74582.9,20200507.0,NAC6,1930877681.0,1,1,2020-05-23
21924,U001,0200769623,WAL-MAR us,2020.0,1930797305.0,2020-04-17,20200416,20200417,2020-05-02,USD,RV,1.0,,16613.56,20200417.0,NAH4,1930797305.0,1,1,2020-05-03
36498,U001,0200769623,WAL-MAR systems,2020.0,1930719611.0,2020-03-31,20200330,20200331,2020-04-15,USD,RV,1.0,,9262.68,20200331.0,NAH4,1930719611.0,1,8,2020-04-23
17360,U001,0200769623,WAL-MAR ,2020.0,1930715302.0,2020-03-29,20200328,20200329,2020-04-13,USD,RV,1.0,,527.32,20200329.0,NAH4,1930715302.0,1,1,2020-04-14
23199,CA02,0140104409,LOB corp,2020.0,2960629270.0,2020-04-18,20200419,20200418,2020-05-06,CAD,RV,1.0,,112662.58,20200426.0,CA10,2960629270.0,1,8,2020-05-14
7107,U001,0200729942,SA ,2020.0,1930798847.0,2020-04-19,20200417,20200419,2020-05-04,USD,RV,1.0,,16360.32,20200419.0,NAA8,1930798847.0,1,1,2020-05-05
8263,U001,0200519201,KROGE llc,2020.0,1930624932.0,2020-03-09,20200309,20200309,2020-03-24,USD,RV,1.0,,69600.9,20200309.0,NAA8,1930624932.0,1,1,2020-03-25
7082,U001,0200772670,ASSOCIAT corp,2020.0,1930666424.0,2020-03-18,20200318,20200318,2020-04-02,USD,RV,1.0,,108262.25,20200318.0,NAU5,1930666424.0,1,1,2020-04-03
25026,U001,0200900909,SYSCO foundation,2020.0,1930647917.0,2020-03-13,20200313,20200313,2020-04-14,USD,RV,1.0,,38930.24,20200313.0,NA32,1930647917.0,1,1,2020-04-15
37512,U001,0200435191,C& ,2020.0,1930815294.0,2020-04-29,20200422,20200429,2020-05-14,USD,RV,1.0,,1757.99,20200429.0,NAC6,1930815294.0,1,-1,2020-05-13
15597,U001,0200762301,C&S WH trust,2020.0,1930827264.0,2020-04-27,20200426,20200427,2020-05-12,USD,RV,1.0,,79254.26,20200427.0,NAC6,1930827264.0,1,8,2020-05-20
17447,U001,0200747369,SCHNU ,2020.0,1930623444.0,2020-03-10,20200309,20200310,2020-03-25,USD,RV,1.0,,48137.91,20200310.0,NAA8,1930623444.0,1,8,2020-04-02
21527,U001,200762301,C&S WH systems,2020.0,1930724327.0,2020-03-31,20200331,20200331,2020-06-04,USD,RV,1.0,,767.69,20200331.0,NAGD,1930724327.0,1,1,2020-06-05
31727,U001,0200729290,KROGER ,2020.0,1930797000.0,2020-04-17,20200416,20200417,2020-05-02,USD,RV,1.0,,65864.87,20200417.0,NAA8,1930797000.0,1,8,2020-05-10
34381,U001,0200769623,WAL-MAR ,2020.0,1930576626.0,2020-02-28,20200227,20200228,2020-03-14,USD,RV,1.0,,2737.88,20200228.0,NAH4,1930576626.0,1,8,2020-03-22
14520,U001,0200769623,WAL-MAR ,2020.0,1930718659.0,2020-03-30,20200330,20200330,2020-04-14,USD,RV,1.0,,6532.6,20200330.0,NAH4,1930718659.0,1,-1,2020-04-13
10869,U001,200769623,WAL-MAR in,2020.0,1930758281.0,2020-04-09,20200407,20200409,2020-04-24,USD,RV,1.0,,1695.68,20200409.0,NAH4,1930758281.0,1,1,2020-04-25
25971,U001,0200148860,DOLLA corp,2020.0,1930571469.0,2020-02-27,20200226,20200227,2020-03-13,USD,RV,1.0,,83588.36,20200227.0,NAA8,1930571469.0,1,8,2020-03-21
26429,U001,0200769623,WAL-MAR trust,2020.0,1930827643.0,2020-04-26,20200425,20200426,2020-05-11,USD,RV,1.0,,1322.24,20200426.0,NAH4,1930827643.0,1,8,2020-05-19
7056,CA02,0140105847,GORDON F trust,2020.0,2960621132.0,2020-03-16,20200316,20200316,2020-03-28,CAD,RV,1.0,,10709.76,20200318.0,CA10,2960621132.0,1,1,2020-03-29
47837,U001,0200726979,BJ'S  trust,2020.0,1930676475.0,2020-03-21,20200320,20200321,2020-04-05,USD,RV,1.0,,99.54,20200321.0,NAA8,1930676475.0,1,1,2020-04-06
42942,U001,0200403703,H &  associates,2020.0,1930784959.0,2020-04-14,20200414,20200414,2020-04-24,USD,RV,1.0,,25760.0,20200414.0,NA10,1930784959.0,1,1,2020-04-25
22659,U001,0200762301,C&S WH co,2020.0,1930711137.0,2020-03-28,20200327,20200328,2020-04-12,USD,RV,1.0,,18148.26,20200328.0,NAC6,1930711137.0,1,1,2020-04-13
22593,U001,0200799367,MCL foundation,2020.0,1930720629.0,2020-03-31,20200331,20200331,2020-04-15,USD,RV,1.0,,9191.16,20200331.0,NAA8,1930720629.0,1,8,2020-04-23
6045,U001,0200769623,WAL-MAR us,2020.0,1930683549.0,2020-03-21,20200321,20200321,2020-04-05,USD,RV,1.0,,1242.68,20200321.0,NAH4,1930683549.0,1,1,2020-04-06
3522,U001,0200726979,BJ'S  corp,2020.0,1930824657.0,2020-04-26,20200425,20200426,2020-05-11,USD,RV,1.0,,132.72,20200426.0,NAA8,1930824657.0,1,1,2020-05-12
22496,CA02,140105847,GORDON F corp,2020.0,2960631255.0,2020-04-28,20200428,20200428,2020-05-16,CAD,RV,1.0,,1607.9,20200506.0,CA10,2960631255.0,1,-2,2020-05-14
22424,U001,0200769623,WAL-MAR associates,2020.0,1930637327.0,2020-03-12,20200311,20200312,2020-03-27,USD,RV,1.0,,14674.81,20200312.0,NAH4,1930637327.0,1,1,2020-03-28
1796,U001,100043936,PAPA JO in,2020.0,1930772400.0,2020-04-10,20200409,20200410,2020-04-20,USD,RV,1.0,,18145.19,20200410.0,NA10,1930772400.0,1,8,2020-04-28
34797,U001,100031704,DELHAIZE in,2020.0,1930655016.0,2020-03-16,20200316,20200316,2020-03-31,USD,RV,1.0,,114628.6,20200316.0,NAA8,1930655016.0,1,-51,2020-02-09
8227,U001,0200769623,WAL-MAR systems,2020.0,1930775843.0,2020-04-12,20200410,20200412,2020-04-27,USD,RV,1.0,,11843.33,20200412.0,NAH4,1930775843.0,1,1,2020-04-28
36133,U001,100052692,ATLANT systems,2020.0,1930843146.0,2020-05-07,20200504,20200507,2020-05-07,USD,RV,1.0,,5904.0,20200507.0,NAB1,1930843146.0,1,8,2020-05-15
6035,U001,0200762301,C&S WH associates,2020.0,1930765315.0,2020-04-10,20200409,20200410,2020-04-25,USD,RV,1.0,,7985.35,20200410.0,NAC6,1930765315.0,1,4,2020-04-29
8471,U001,0200769623,WAL-MAR trust,2020.0,1930729675.0,2020-04-02,20200401,20200402,2020-04-17,USD,RV,1.0,,32977.78,20200402.0,NAH4,1930729675.0,1,1,2020-04-18
22164,U001,0200418007,AM associates,2020.0,1930637011.0,2020-03-11,20200310,20200311,2020-03-26,USD,RV,1.0,,9640.86,20200311.0,NAA8,1930637011.0,1,-51,2020-02-04
9719,U001,0100035877,DUNKIN llc,2020.0,1930623760.0,2020-03-11,20200309,20200311,2020-03-26,USD,RV,1.0,,2911.66,20200311.0,NAA8,1930623760.0,1,1,2020-03-27
34670,U001,200794332,COST corp,2020.0,1930660912.0,2020-03-18,20200317,20200318,2020-04-02,USD,RV,1.0,,8464.65,20200318.0,NAAX,1930660912.0,1,8,2020-04-10
31766,U001,0200721330,PARK in,2020.0,1930613941.0,2020-03-04,20200306,20200304,2020-03-14,USD,RV,1.0,,81627.84,20200304.0,NA10,1930613941.0,1,8,2020-03-22
21454,U001,0200780383,MEIJ corporation,2020.0,1930862212.0,2020-05-06,20200506,20200506,2020-05-21,USD,RV,1.0,,3405.99,20200506.0,NAA8,1930862212.0,1,1,2020-05-22
43376,U001,0200772670,ASSOCIAT foundation,2020.0,1930683451.0,2020-03-21,20200321,20200321,2020-04-05,USD,RV,1.0,,7917.73,20200321.0,NAU5,1930683451.0,1,1,2020-04-06
49451,U001,0200711029,WEGMAN foundation,2020.0,1930564675.0,2020-02-27,20200224,20200227,2020-03-13,USD,RV,1.0,,7532.37,20200227.0,NAA8,1930564675.0,1,1,2020-03-14
33812,U001,0200769623,WAL-MAR in,2020.0,1930781264.0,2020-04-14,20200413,20200414,2020-04-29,USD,RV,1.0,,2961.52,20200414.0,NAH4,1930781264.0,1,1,2020-04-30
37291,U001,0200772595,SAFEW in,2020.0,1930652813.0,2020-03-14,20200314,20200314,2020-03-29,USD,RV,1.0,,18212.54,20200314.0,NAA8,1930652813.0,1,1,2020-03-30
43436,U001,0200762301,C&S WH corp,2020.0,1930661149.0,2020-03-18,20200317,20200318,2020-04-02,USD,RV,1.0,,6494.31,20200318.0,NAC6,1930661149.0,1,1,2020-04-03
17876,U001,0200806580,BE corporation,2020.0,1930709801.0,2020-04-01,20200330,20200401,2020-04-16,USD,RV,1.0,,5653.5,20200401.0,NAA8,1930709801.0,1,1,2020-04-17
44137,CA02,0140104409,LOB associates,2020.0,2960625286.0,2020-04-01,20200401,20200401,2020-04-13,CAD,RV,1.0,,40712.68,20200403.0,CA10,2960625286.0,1,8,2020-04-21
34013,U001,0200707822,PUBLI us,2020.0,1930776845.0,2020-04-11,20200411,20200411,2020-04-26,USD,RV,1.0,,67457.25,20200411.0,NAA8,1930776845.0,1,8,2020-05-04
23718,U001,0200769623,WAL-MAR foundation,2020.0,1930670626.0,2020-03-20,20200319,20200320,2020-04-04,USD,RV,1.0,,8584.24,20200320.0,NAH4,1930670626.0,1,1,2020-04-05
14024,U001,0200726979,BJ'S  in,2020.0,1930839117.0,2020-04-30,20200429,20200430,2020-05-15,USD,RV,1.0,,250.09,20200430.0,NAA8,1930839117.0,1,1,2020-05-16
20789,U001,0100000222,SMITHFIE ,2020.0,1930723101.0,2020-04-02,20200330,20200402,2020-04-17,USD,RV,1.0,,2403.46,20200402.0,NAA8,1930723101.0,1,8,2020-04-25
44287,U001,0200704045,RA corp,2020.0,1930766208.0,2020-04-08,20200408,20200408,2020-04-23,USD,RV,1.0,,22909.1,20200408.0,NAA8,1930766208.0,1,1,2020-04-24
4464,U001,0200592182,DECA us,2020.0,1930606969.0,2020-03-05,20200305,20200305,2020-03-24,USD,RV,1.0,,1248.24,20200301.0,NAM4,1930606969.0,1,8,2020-04-01
44327,U001,0200704858,WAKE llc,2020.0,1930729042.0,2020-04-01,20200401,20200401,2020-04-16,USD,RV,1.0,,50678.63,20200401.0,NAA8,1930729042.0,1,1,2020-04-17
34031,U001,0200020431,DEC llc,2020.0,1930764173.0,2020-04-09,20200409,20200409,2020-04-11,USD,RV,1.0,,50759.4,20200401.0,NAM2,1930764173.0,1,-51,2020-02-20
21085,U001,0200794332,COST corporation,2020.0,1930837741.0,2020-05-02,20200429,20200502,2020-05-17,USD,RV,1.0,,10415.88,20200502.0,NAAX,1930837741.0,1,1,2020-05-18
29821,U001,0200769623,WAL-MAR foundation,2020.0,1930637000.0,2020-03-11,20200310,20200311,2020-03-26,USD,RV,1.0,,29771.43,20200311.0,NAH4,1930637000.0,1,1,2020-03-27
3055,U001,0200915438,GROC associates,2020.0,1930730857.0,2020-04-07,20200401,20200407,2020-04-22,USD,RV,1.0,,35154.0,20200407.0,NAA8,1930730857.0,1,8,2020-04-30
25819,U001,200769623,WAL-MAR co,2020.0,1930890210.0,2020-05-12,20200511,20200512,2020-05-27,USD,RV,1.0,,11355.66,20200512.0,NAH4,1930890210.0,1,1,2020-05-28
33629,U013,0140103435,COST co,2020.0,1991841394.0,2020-04-26,20200422,20200426,2020-05-26,USD,RV,1.0,,5339.24,20200426.0,NAVE,1991841394.0,1,8,2020-06-03
29845,U001,0200759082,INGL associates,2020.0,1930738567.0,2020-04-02,20200403,20200402,2020-04-17,USD,RV,1.0,,82550.59,20200402.0,NAA8,1930738567.0,1,1,2020-04-18
15981,U001,0200418007,AM corp,2020.0,1930744408.0,2020-04-08,20200403,20200408,2020-04-23,USD,RV,1.0,,3757.8,20200408.0,NAA8,1930744408.0,1,1,2020-04-24
23487,U001,0200965912,C&S W in,2020.0,1930766469.0,2020-04-10,20200408,20200410,2020-04-25,USD,RV,1.0,,54963.01,20200410.0,NAC6,1930766469.0,1,8,2020-05-03
26965,U001,0200707005,KING S foundation,2020.0,1930723706.0,2020-04-01,20200331,20200401,2020-04-16,USD,RV,1.0,,163590.03,20200401.0,NAA8,1930723706.0,1,1,2020-04-17
23735,U001,0200706844,WINC ,2020.0,1930674338.0,2020-03-19,20200320,20200319,2020-04-03,USD,RV,1.0,,22843.98,20200319.0,NAA8,1930674338.0,1,1,2020-04-04
17523,U001,0200769623,WAL-MAR us,2020.0,1930646123.0,2020-03-19,20200312,20200319,2020-04-03,USD,RV,1.0,,4039.37,20200319.0,NAH4,1930646123.0,1,8,2020-04-11
21332,U001,0200769623,WAL-MAR co,2020.0,1930582828.0,2020-03-02,20200229,20200302,2020-03-17,USD,RV,1.0,,15476.59,20200302.0,NAH4,1930582828.0,1,-1,2020-03-16
8872,CA02,0140106293,ATLANT corp,2020.0,2960628548.0,2020-04-15,20200415,20200415,2020-05-04,CAD,RV,1.0,,56612.16,20200424.0,CA10,2960628548.0,1,1,2020-05-05
44064,CA02,0140104285,BUY- corp,2020.0,2960625281.0,2020-04-01,20200401,20200401,2020-04-19,CAD,RV,1.0,,125540.39,20200409.0,CA10,2960625281.0,1,8,2020-04-27
45095,U001,0200769623,WAL-MAR systems,2020.0,1930661454.0,2020-03-18,20200317,20200318,2020-04-02,USD,RV,1.0,,5625.41,20200318.0,NAH4,1930661454.0,1,1,2020-04-03
17968,U001,0200223640,US FOO corporation,2020.0,1930561396.0,2020-02-27,20200224,20200227,2020-03-13,USD,RV,1.0,,476.69,20200227.0,NAA8,1930561396.0,1,8,2020-03-21
15699,U001,0200769623,WAL-MAR trust,2020.0,1930623403.0,2020-03-09,20200308,20200309,2020-03-24,USD,RV,1.0,,12868.03,20200309.0,NAH4,1930623403.0,1,8,2020-04-01
16616,U001,0200771157,WEIS trust,2020.0,1930768887.0,2020-04-09,20200409,20200409,2020-04-24,USD,RV,1.0,,98561.13,20200409.0,NAA8,1930768887.0,1,8,2020-05-02
43441,U001,0200769623,WAL-MAR corp,2020.0,1930753729.0,2020-04-07,20200406,20200407,2020-04-22,USD,RV,1.0,,2231.12,20200407.0,NAH4,1930753729.0,1,1,2020-04-23
42619,U001,0200769623,WAL-MAR corp,2020.0,1930596160.0,2020-03-04,20200303,20200304,2020-03-19,USD,RV,1.0,,15750.9,20200304.0,NAH4,1930596160.0,1,1,2020-03-20
42706,U001,0200769623,WAL-MAR us,2020.0,1930729751.0,2020-04-02,20200401,20200402,2020-04-17,USD,RV,1.0,,14606.36,20200402.0,NAH4,1930729751.0,1,8,2020-04-25
8409,U001,0200777735,NASH  foundation,2020.0,1930592723.0,2020-03-02,20200302,20200302,2020-03-17,USD,RV,1.0,,82255.38,20200302.0,NAA8,1930592723.0,1,1,2020-03-18
45124,U001,0200416837,DEC trust,2020.0,1930872211.0,2020-05-07,20200507,20200507,2020-05-11,USD,RV,1.0,,5744.61,20200501.0,NAM2,1930872211.0,1,1,2020-05-12
